CustomerID,Austria,Belgium,Finland,France,Germany,Italy,Norway,Portugal,Spain,Switzerland,United Kingdom
12704,0,0,1,0,0,0,0,0,0,0,0
12705,0,0,0,0,1,0,0,0,0,0,0
12707,0,0,0,1,0,0,0,0,0,0,0
12708,0,0,0,0,1,0,0,0,0,0,0
12709,0,0,0,0,1,0,0,0,0,0,0
12710,0,0,0,0,1,0,0,0,0,0,0
12712,0,0,0,0,1,0,0,0,0,0,0
12714,0,0,0,1,0,0,0,0,0,0,0
12716,0,0,0,1,0,0,0,0,0,0,0
12720,0,0,0,0,1,0,0,0,0,0,0
12721,0,0,0,1,0,0,0,0,0,0,0
12722,0,0,0,1,0,0,0,0,0,0,0
12724,0,0,0,1,0,0,0,0,0,0,0
12725,0,0,0,0,0,1,0,0,0,0,0
12726,0,0,0,1,0,0,0,0,0,0,0
12727,0,0,0,1,0,0,0,0,0,0,0
12728,0,0,0,1,0,0,0,0,0,0,0
12729,0,0,0,1,0,0,0,0,0,0,0
12731,0,0,0,1,0,0,0,0,0,0,0
12732,0,0,0,1,0,0,0,0,0,0,0
12734,0,0,0,1,0,0,0,0,0,0,0
12735,0,0,0,1,0,0,0,0,0,0,0
12736,0,0,0,1,0,0,0,0,0,0,0
12738,0,0,0,0,1,0,0,0,0,0,0
12747,0,0,0,0,0,0,0,0,0,0,1
12748,0,0,0,0,0,0,0,0,0,0,1
12749,0,0,0,0,0,0,0,0,0,0,1
12757,0,0,0,0,0,0,0,1,0,0,0
12758,0,0,0,0,0,0,0,1,0,0,0
12766,0,0,0,0,0,0,0,1,0,0,0
12782,0,0,0,0,0,0,0,1,0,0,0
12785,0,0,0,0,0,0,0,1,0,0,0
12792,0,0,0,0,0,0,0,1,0,0,0
12793,0,0,0,0,0,0,0,1,0,0,0
12797,0,0,0,0,0,0,0,1,0,0,0
12808,0,0,0,0,0,0,0,1,0,0,0
12809,0,0,0,0,0,0,0,1,0,0,0
12811,0,0,0,0,0,0,0,1,0,0,0
12817,1,0,0,0,0,0,0,0,0,0,0
12818,1,0,0,0,0,0,0,0,0,0,0
12820,0,0,0,0,0,0,0,0,0,0,1
12821,0,0,0,0,0,0,0,0,0,0,1
12823,0,0,0,0,0,0,0,0,0,0,1
12826,0,0,0,0,0,0,0,0,0,0,1
12828,0,0,0,0,0,0,0,0,0,0,1
12829,0,0,0,0,0,0,0,0,0,0,1
12830,0,0,0,0,0,0,0,0,0,0,1
12831,0,0,0,0,0,0,0,0,0,0,1
12833,0,0,0,0,0,0,0,0,0,0,1
12834,0,0,0,0,0,0,0,0,0,0,1
12836,0,0,0,0,0,0,0,0,0,0,1
12837,0,0,0,0,0,0,0,0,0,0,1
12838,0,0,0,0,0,0,0,0,0,0,1
12839,0,0,0,0,0,0,0,0,0,0,1
12840,0,0,0,0,0,0,0,0,0,0,1
12841,0,0,0,0,0,0,0,0,0,0,1
12842,0,0,0,0,0,0,0,0,0,0,1
12843,0,0,0,0,0,0,0,0,0,0,1
12844,0,0,0,0,0,0,0,0,0,0,1
12845,0,0,0,0,0,0,0,0,0,0,1
12849,0,0,0,0,0,0,0,0,0,0,1
12852,0,0,0,0,0,0,0,0,0,0,1
12853,0,0,0,0,0,0,0,0,0,0,1
12854,0,0,0,0,0,0,0,0,0,0,1
12855,0,0,0,0,0,0,0,0,0,0,1
12857,0,0,0,0,0,0,0,0,0,0,1
12863,0,0,0,0,0,0,0,0,0,0,1
12864,0,0,0,0,0,0,0,0,0,0,1
12865,1,0,0,0,0,0,0,0,0,0,0
12866,0,1,0,0,0,0,0,0,0,0,0
12867,0,0,0,0,0,0,0,0,0,0,1
12868,0,0,0,0,0,0,0,0,0,0,1
12870,0,0,0,0,0,0,0,0,0,0,1
12871,0,0,0,0,0,0,0,0,0,0,1
12872,0,0,0,0,0,0,0,0,0,0,1
12873,0,0,0,0,0,0,0,0,0,0,1
12875,0,0,0,0,0,0,0,0,0,0,1
12876,0,1,0,0,0,0,0,0,0,0,0
12877,0,0,0,0,0,0,0,0,0,0,1
12878,0,0,0,0,0,0,0,0,0,0,1
12881,0,0,0,0,0,0,0,0,0,0,1
12885,0,0,0,0,0,0,0,0,0,0,1
12886,0,0,0,0,0,0,0,0,0,0,1
12888,0,0,0,0,0,0,0,0,0,0,1
12891,0,0,0,0,0,0,0,0,0,0,1
12897,0,0,0,0,0,0,0,0,0,0,1
12901,0,0,0,0,0,0,0,0,0,0,1
12902,0,0,0,0,0,0,0,0,0,0,1
12904,0,0,0,0,0,0,0,0,0,0,1
12908,0,0,0,0,0,0,0,0,0,0,1
12909,0,0,0,0,0,0,0,0,0,0,1
12910,0,0,0,0,0,0,0,0,0,0,1
12913,0,0,0,0,0,0,0,0,0,0,1
12915,0,0,0,0,0,0,0,0,0,0,1
12916,0,0,0,0,0,0,0,0,0,0,1
12917,0,0,0,0,0,0,0,0,0,0,1
12919,0,0,0,0,0,0,0,0,0,0,1
12921,0,0,0,0,0,0,0,0,0,0,1
12922,0,0,0,0,0,0,0,0,0,0,1
12924,0,0,0,0,0,0,0,0,0,0,1
12928,0,0,0,0,0,0,0,0,0,0,1
12929,0,0,0,0,0,0,0,0,0,0,1
12930,0,0,0,0,0,0,0,0,0,0,1
12931,0,0,0,0,0,0,0,0,0,0,1
12933,0,0,0,0,0,0,0,0,0,0,1
12935,0,0,0,0,0,0,0,0,0,0,1
12937,0,0,0,0,0,0,0,0,0,0,1
12939,0,0,0,0,0,0,0,0,0,0,1
12942,0,0,0,0,0,0,0,0,0,0,1
12943,0,0,0,0,0,0,0,0,0,0,1
12944,0,0,0,0,0,0,0,0,0,0,1
12945,0,0,0,0,0,0,0,0,0,0,1
12947,0,0,0,0,0,0,0,0,0,0,1
12948,0,0,0,0,0,0,0,0,0,0,1
12949,0,0,0,0,0,0,0,0,0,0,1
12951,0,0,0,0,0,0,0,0,0,0,1
12955,0,0,0,0,0,0,0,0,0,0,1
12956,0,0,0,0,0,0,0,0,0,0,1
12957,0,0,0,0,0,0,0,0,0,0,1
12962,0,0,0,0,0,0,0,0,0,0,1
12963,0,0,0,0,0,0,0,0,0,0,1
12967,0,0,0,0,0,0,0,0,0,0,1
12968,0,0,0,0,0,0,0,0,0,0,1
12970,0,0,0,0,0,0,0,0,0,0,1
12971,0,0,0,0,0,0,0,0,0,0,1
12974,0,0,0,0,0,0,0,0,0,0,1
12976,0,0,0,0,0,0,0,0,0,0,1
12977,0,0,0,0,0,0,0,0,0,0,1
12980,0,0,0,0,0,0,0,0,0,0,1
12981,0,0,0,0,0,0,0,0,0,0,1
12982,0,0,0,0,0,0,0,0,0,0,1
12987,0,0,0,0,0,0,0,0,0,0,1
12988,0,0,0,0,0,0,0,0,0,0,1
12989,0,0,0,0,0,0,0,0,0,0,1
12990,0,0,0,0,0,0,0,0,0,0,1
12991,0,0,0,0,0,0,0,0,0,0,1
12993,0,0,0,0,0,0,0,0,0,0,1
12994,0,0,0,0,0,0,0,0,0,0,1
12997,0,0,0,0,0,0,0,0,0,0,1
12999,0,0,0,0,0,0,0,0,0,0,1
13000,0,0,0,0,0,0,0,0,0,0,1
13001,0,0,0,0,0,0,0,0,0,0,1
13002,0,0,0,0,0,0,0,0,0,0,1
13003,0,0,0,0,0,0,0,0,0,0,1
13004,0,0,0,0,0,0,0,0,0,0,1
13005,0,0,0,0,0,0,0,0,0,0,1
13008,0,0,0,0,0,0,0,0,0,0,1
13011,0,0,0,0,0,0,0,0,0,0,1
13012,0,0,0,0,0,0,0,0,0,0,1
13013,0,0,0,0,0,0,0,0,0,0,1
13014,0,0,0,0,0,0,0,0,0,0,1
13015,0,0,0,0,0,0,0,0,0,0,1
13016,0,0,0,0,0,0,0,0,0,0,1
13018,0,0,0,0,0,0,0,0,0,0,1
13021,0,0,0,0,0,0,0,0,0,0,1
13023,0,0,0,0,0,0,0,0,0,0,1
13026,0,0,0,0,0,0,0,0,0,0,1
13027,0,0,0,0,0,0,0,0,0,0,1
13029,0,0,0,0,0,0,0,0,0,0,1
13030,0,0,0,0,0,0,0,0,0,0,1
13033,0,0,0,0,0,0,0,0,0,0,1
13034,0,0,0,0,0,0,0,0,0,0,1
13035,0,0,0,0,0,0,0,0,0,0,1
13037,0,0,0,0,0,0,0,0,0,0,1
13038,0,0,0,0,0,0,0,0,0,0,1
13043,0,0,0,0,0,0,0,0,0,0,1
13044,0,0,0,0,0,0,0,0,0,0,1
13046,0,0,0,0,0,0,0,0,0,0,1
13047,0,0,0,0,0,0,0,0,0,0,1
13048,0,0,0,0,0,0,0,0,0,0,1
13049,0,0,0,0,0,0,0,0,0,0,1
13050,0,0,0,0,0,0,0,0,0,0,1
13052,0,0,0,0,0,0,0,0,0,0,1
13055,0,0,0,0,0,0,0,0,0,0,1
13058,0,0,0,0,0,0,0,0,0,0,1
13059,0,0,0,0,0,0,0,0,0,0,1
13060,0,0,0,0,0,0,0,0,0,0,1
13062,0,0,0,0,0,0,0,0,0,0,1
13064,0,0,0,0,0,0,0,0,0,0,1
13065,0,0,0,0,0,0,0,0,0,0,1
13068,0,0,0,0,0,0,0,0,0,0,1
13069,0,0,0,0,0,0,0,0,0,0,1
13070,0,0,0,0,0,0,0,0,0,0,1
13072,0,0,0,0,0,0,0,0,0,0,1
13075,0,0,0,0,0,0,0,0,0,0,1
13077,0,0,0,0,0,0,0,0,0,0,1
13078,0,0,0,0,0,0,0,0,0,0,1
13079,0,0,0,0,0,0,0,0,0,0,1
13080,0,0,0,0,0,0,0,0,0,0,1
13081,0,0,0,0,0,0,0,0,0,0,1
13082,0,0,0,0,0,0,0,0,0,0,1
13085,0,0,0,0,0,0,0,0,0,0,1
13089,0,0,0,0,0,0,0,0,0,0,1
13090,0,0,0,0,0,0,0,0,0,0,1
13092,0,0,0,0,0,0,0,0,0,0,1
13093,0,0,0,0,0,0,0,0,0,0,1
13094,0,0,0,0,0,0,0,0,0,0,1
13097,0,0,0,0,0,0,0,0,0,0,1
13098,0,0,0,0,0,0,0,0,0,0,1
13101,0,0,0,0,0,0,0,0,0,0,1
13102,0,0,0,0,0,0,0,0,0,0,1
13104,0,0,0,0,0,0,0,0,0,0,1
13106,0,0,0,0,0,0,0,0,0,0,1
13107,0,0,0,0,0,0,0,0,0,0,1
13108,0,0,0,0,0,0,0,0,0,0,1
13109,0,0,0,0,0,0,0,0,0,0,1
13110,0,0,0,0,0,0,0,0,0,0,1
13113,0,0,0,0,0,0,0,0,0,0,1
13115,0,0,0,0,0,0,0,0,0,0,1
13116,0,0,0,0,0,0,0,0,0,0,1
13117,0,0,0,0,0,0,0,0,0,0,1
13118,0,0,0,0,0,0,0,0,0,0,1
13120,0,0,0,0,0,0,0,0,0,0,1
13121,0,0,0,0,0,0,0,0,0,0,1
13122,0,0,0,0,0,0,0,0,0,0,1
13124,0,0,0,0,0,0,0,0,0,0,1
13126,0,0,0,0,0,0,0,0,0,0,1
13131,0,0,0,0,0,0,0,0,0,0,1
13132,0,0,0,0,0,0,0,0,0,0,1
13133,0,0,0,0,0,0,0,0,0,0,1
13134,0,0,0,0,0,0,0,0,0,0,1
13135,0,0,0,0,0,0,0,0,0,0,1
13136,0,0,0,0,0,0,0,0,0,0,1
13137,0,0,0,0,0,0,0,0,0,0,1
13138,0,0,0,0,0,0,0,0,0,0,1
13139,0,0,0,0,0,0,0,0,0,0,1
13140,0,0,0,0,0,0,0,0,0,0,1
13141,0,0,0,0,0,0,0,0,0,0,1
13144,0,0,0,0,0,0,0,0,0,0,1
13145,0,0,0,0,0,0,0,0,0,0,1
13148,0,0,0,0,0,0,0,0,0,0,1
13149,0,0,0,0,0,0,0,0,0,0,1
13151,0,0,0,0,0,0,0,0,0,0,1
13155,0,0,0,0,0,0,0,0,0,0,1
13157,0,0,0,0,0,0,0,0,0,0,1
13158,0,0,0,0,0,0,0,0,0,0,1
13159,0,0,0,0,0,0,0,0,0,0,1
13161,0,0,0,0,0,0,0,0,0,0,1
13162,0,0,0,0,0,0,0,0,0,0,1
13165,0,0,0,0,0,0,0,0,0,0,1
13166,0,0,0,0,0,0,0,0,0,0,1
13167,0,0,0,0,0,0,0,0,0,0,1
13168,0,0,0,0,0,0,0,0,0,0,1
13169,0,0,0,0,0,0,0,0,0,0,1
13171,0,0,0,0,0,0,0,0,0,0,1
13173,0,0,0,0,0,0,0,0,0,0,1
13174,0,0,0,0,0,0,0,0,0,0,1
13178,0,0,0,0,0,0,0,0,0,0,1
13183,0,0,0,0,0,0,0,0,0,0,1
13184,0,0,0,0,0,0,0,0,0,0,1
13185,0,0,0,0,0,0,0,0,0,0,1
13186,0,0,0,0,0,0,0,0,0,0,1
13187,0,0,0,0,0,0,0,0,0,0,1
13189,0,0,0,0,0,0,0,0,0,0,1
13192,0,0,0,0,0,0,0,0,0,0,1
13194,0,0,0,0,0,0,0,0,0,0,1
13196,0,0,0,0,0,0,0,0,0,0,1
13198,0,0,0,0,0,0,0,0,0,0,1
13199,0,0,0,0,0,0,0,0,0,0,1
13200,0,0,0,0,0,0,0,0,0,0,1
13203,0,0,0,0,0,0,0,0,0,0,1
13207,0,0,0,0,0,0,0,0,0,0,1
13208,0,0,0,0,0,0,0,0,0,0,1
13209,0,0,0,0,0,0,0,0,0,0,1
13211,0,0,0,0,0,0,0,0,0,0,1
13213,0,0,0,0,0,0,0,0,0,0,1
13216,0,0,0,0,0,0,0,0,0,0,1
13217,0,0,0,0,0,0,0,0,0,0,1
13218,0,0,0,0,0,0,0,0,0,0,1
13220,0,0,0,0,0,0,0,0,0,0,1
13221,0,0,0,0,0,0,0,0,0,0,1
13223,0,0,0,0,0,0,0,0,0,0,1
13224,0,0,0,0,0,0,0,0,0,0,1
13225,0,0,0,0,0,0,0,0,0,0,1
13226,0,0,0,0,0,0,0,0,0,0,1
13227,0,0,0,0,0,0,0,0,0,0,1
13229,0,0,0,0,0,0,0,0,0,0,1
13230,0,0,0,0,0,0,0,0,0,0,1
13232,0,0,0,0,0,0,0,0,0,0,1
13233,0,0,0,0,0,0,0,0,0,0,1
13235,0,0,0,0,0,0,0,0,0,0,1
13236,0,0,0,0,0,0,0,0,0,0,1
13238,0,0,0,0,0,0,0,0,0,0,1
13239,0,0,0,0,0,0,0,0,0,0,1
13240,0,0,0,0,0,0,0,0,0,0,1
13242,0,0,0,0,0,0,0,0,0,0,1
13243,0,0,0,0,0,0,0,0,0,0,1
13246,0,0,0,0,0,0,0,0,0,0,1
13248,0,0,0,0,0,0,0,0,0,0,1
13249,0,0,0,0,0,0,0,0,0,0,1
13253,0,0,0,0,0,0,0,0,0,0,1
13255,0,0,0,0,0,0,0,0,0,0,1
13258,0,0,0,0,0,0,0,0,0,0,1
13261,0,0,0,0,0,0,0,0,0,0,1
13262,0,0,0,0,0,0,0,0,0,0,1
13263,0,0,0,0,0,0,0,0,0,0,1
13265,0,0,0,0,0,0,0,0,0,0,1
13266,0,0,0,0,0,0,0,0,0,0,1
13267,0,0,0,0,0,0,0,0,0,0,1
13268,0,0,0,0,0,0,0,0,0,0,1
13269,0,0,0,0,0,0,0,0,0,0,1
13270,0,0,0,0,0,0,0,0,0,0,1
13273,0,0,0,0,0,0,0,0,0,0,1
13277,0,0,0,0,0,0,0,0,0,0,1
13280,0,0,0,0,0,0,0,0,0,0,1
13282,0,0,0,0,0,0,0,0,0,0,1
13283,0,0,0,0,0,0,0,0,0,0,1
13284,0,0,0,0,0,0,0,0,0,0,1
13285,0,0,0,0,0,0,0,0,0,0,1
13291,0,0,0,0,0,0,0,0,0,0,1
13292,0,0,0,0,0,0,0,0,0,0,1
13294,0,0,0,0,0,0,0,0,0,0,1
13295,0,0,0,0,0,0,0,0,0,0,1
13296,0,0,0,0,0,0,0,0,0,0,1
13299,0,0,0,0,0,0,0,0,0,0,1
13300,0,0,0,0,0,0,0,0,0,0,1
13301,0,0,0,0,0,0,0,0,0,0,1
13302,0,0,0,0,0,0,0,0,0,0,1
13304,0,0,0,0,0,0,0,0,0,0,1
13305,0,0,0,0,0,0,0,0,0,0,1
13307,0,0,0,0,0,0,0,0,0,0,1
13308,0,0,0,0,0,0,0,0,0,0,1
13309,0,0,0,0,0,0,0,0,0,0,1
13310,0,0,0,0,0,0,0,0,0,0,1
13311,0,0,0,0,0,0,0,0,0,0,1
13313,0,0,0,0,0,0,0,0,0,0,1
13316,0,0,0,0,0,0,0,0,0,0,1
13317,0,0,0,0,0,0,0,0,0,0,1
13319,0,0,0,0,0,0,0,0,0,0,1
13320,0,0,0,0,0,0,0,0,0,0,1
13324,0,0,0,0,0,0,0,0,0,0,1
13327,0,0,0,0,0,0,0,0,0,0,1
13328,0,0,0,0,0,0,0,0,0,0,1
13329,0,0,0,0,0,0,0,0,0,0,1
13330,0,0,0,0,0,0,0,0,0,0,1
13334,0,0,0,0,0,0,0,0,0,0,1
13338,0,0,0,0,0,0,0,0,0,0,1
13339,0,0,0,0,0,0,0,0,0,0,1
13340,0,0,0,0,0,0,0,0,0,0,1
13341,0,0,0,0,0,0,0,0,0,0,1
13343,0,0,0,0,0,0,0,0,0,0,1
13344,0,0,0,0,0,0,0,0,0,0,1
13345,0,0,0,0,0,0,0,0,0,0,1
13355,0,0,0,0,0,0,0,0,0,0,1
13357,0,0,0,0,0,0,0,0,0,0,1
13358,0,0,0,0,0,0,0,0,0,0,1
13362,0,0,0,0,0,0,0,0,0,0,1
13365,0,0,0,0,0,0,0,0,0,0,1
13368,0,0,0,0,0,0,0,0,0,0,1
13369,0,0,0,0,0,0,0,0,0,0,1
13370,0,0,0,0,0,0,0,0,0,0,1
13373,0,0,0,0,0,0,0,0,0,0,1
13376,0,0,0,0,0,0,0,0,0,0,1
13379,0,0,0,0,0,0,0,0,0,0,1
13381,0,0,0,0,0,0,0,0,0,0,1
13382,0,0,0,0,0,0,0,0,0,0,1
13384,0,0,0,0,0,0,0,0,0,0,1
13385,0,0,0,0,0,0,0,0,0,0,1
13388,0,0,0,0,0,0,0,0,0,0,1
13389,0,0,0,0,0,0,0,0,0,0,1
13391,0,0,0,0,0,0,0,0,0,0,1
13394,0,0,0,0,0,0,0,0,0,0,1
13395,0,0,0,0,0,0,0,0,0,0,1
13396,0,0,0,0,0,0,0,0,0,0,1
13397,0,0,0,0,0,0,0,0,0,0,1
13398,0,0,0,0,0,0,0,0,0,0,1
13402,0,0,0,0,0,0,0,0,0,0,1
